site_id,gw_trend_m_per_yr,region,mean_et,mean_precip,et_precip_ratio
KSGS.371852100505801,0.6167014441558493,Southern Kansas,797.106238095238,551.8382,1.4444564442273597
KSGS.372043101363101,0.21330062337662634,Southern Kansas,522.7131428571429,514.42303,1.016115351822309
KSGS.372539100142504,1.0479716727272819,Southern Kansas,829.910619047619,605.14417,1.3714262930950472
KSGS.373331098033301,0.06335881558441657,Southern Kansas,860.7738095238095,929.1804,0.9263796256018642
KSGS.373607100565301,0.5956148259740324,Southern Kansas,616.277619047619,523.9862,1.1761332873394368
KSGS.374111099070401,0.1761724207792213,Southern Kansas,800.9640476190476,737.7849,1.0856335423410048
KSGS.374125100344101,1.6907612259740374,Southern Kansas,795.1503809523809,576.21246,1.3799603991375406
KSGS.374747100552101,1.912738753246771,Southern Kansas,885.7967142857143,526.87335,1.6812327115005414
KSGS.375145100485701,1.2174622441558551,Southern Kansas,899.1193333333334,531.41736,1.6919269179370808
KSGS.375454101075401,1.5411978451948165,Southern Kansas,999.9566666666667,532.6992,1.8771506160889535
TWDB.0753701,0.16461179220779523,Western Texas,624.1833333333334,507.4433,1.2300553290888212
TWDB.1005225,0.41476154805195337,Western Texas,803.7659047619047,533.5949,1.5063222871860806
TWDB.1038101,1.2352237714285812,Western Texas,956.2926666666667,576.47266,1.6588690830323607
TWDB.1039702,1.4391824727272844,Western Texas,882.8295714285714,525.93756,1.6785824722063514
TWDB.1157901,0.6354644571428608,Western Texas,856.5599523809523,512.81866,1.6702979271070046
TWDB.2409103,-0.05905994805194934,Western Texas,548.609619047619,482.76105,1.1363999271357663
TWDB.2409801,0.14153803636363899,Western Texas,507.8077619047619,482.43015,1.0526037124550331
TWDB.2423701,0.09446820779220837,Western Texas,630.6951428571429,534.49725,1.1799782670986876
TWDB.2453902,0.12357462857142885,Western Texas,731.5713333333333,517.8064,1.412827918504496
UNLCSD.423037099353801,0.05058294545454278,Central Nebraska,674.3758095238095,681.3089,0.9898238678330737
USGS.335258091152301,0.055480659207791924,Eastern Arkansas,849.0147142857144,1405.9878,0.6038563908816134
USGS.340440091231201,-0.07676209870130012,Eastern Arkansas,836.4858095238096,1444.211,0.5791991440452507
USGS.342649091251916,0.033792697233766524,Eastern Arkansas,735.6368095238095,1343.7239,0.5474612918182682
USGS.345519091505401,0.31891784780519616,Eastern Arkansas,919.9690476190475,1416.8706,0.649296445326911
USGS.350029090265801,-0.04994167792208054,Eastern Arkansas,845.4239523809523,1402.9304,0.602612888262863
USGS.373644113411501,1.0568484779220835,Western Utah,1082.250857142857,361.29434,2.9954824396890096
USGS.381901113014102,0.45664977662337813,Western Utah,1032.7491904761905,269.6783,3.829559649634536
USGS.383921112175901,0.05907578181818132,Western Utah,504.64085714285716,297.61594,1.6956110060896683
USGS.390819111530701,0.03097084675324618,Western Utah,1004.4301904761904,295.1719,3.4028651497673597
USGS.392601112412201,0.20932634805194808,Western Utah,492.12128571428576,235.4459,2.090167082306894
USGS.400932101404101,0.46393330909090935,Central Nebraska,687.165619047619,522.64514,1.3147842854559209
USGS.402103099402900,0.1345157610389603,Central Nebraska,699.8409047619048,691.0645,1.0126998137249377
USGS.402408099584800,0.000108857142855871,Central Nebraska,739.8624285714286,650.5773,1.137239897720257
USGS.403235101395501,0.19035684137662298,Central Nebraska,752.543380952381,548.7566,1.37136098627666
USGS.403949098182201,0.17308285714285804,Central Nebraska,723.663,752.4389,0.9617564912407642
USGS.412603099492001,0.039204405194802894,Central Nebraska,708.1961904761905,697.6142,1.0151688336443419
USGS.415754112551301,0.054567116883118556,Southern Idaho,517.0289047619048,319.95804,1.6159272242709606
USGS.433218112191601,0.14173595844155884,Southern Idaho,427.5748095238095,297.0161,1.439567721765085
USGS.434102112180701,0.15567427285714283,Southern Idaho,578.0608571428571,292.1819,1.978428120574796
USGS.434657112282201,0.1943454736883117,Southern Idaho,355.36466666666666,259.53677,1.3692266480224218
USSCS.352158090232301,0.025084644145454253,Eastern Arkansas,824.6444761904762,1393.1199,0.5919407885460041
USSCS.355018090512401,0.18658312207792263,Eastern Arkansas,829.9820476190476,1325.4117,0.6262069518395014
amargosa,0.3129148051948064,Southwest US,65.49871428571429,119.08662,0.5500090287379341
butler_valley,1.411575777940044,Southwest US,1118.3026666666667,170.99269,6.540061214691386
cuyama,0.4274766526315976,Southwest US,174.15273684210527,264.8536,0.657543382919596
hualapai_valley,2.2590946996467975,Southwest US,323.5864,272.82227,1.1860703497154312
mcmullen_valley,0.4048525042686474,Southwest US,303.10445,230.26611,1.316322430950942
san_simon_valley,2.3303152549574864,Southwest US,785.8773636363636,311.3646,2.523977934638142
southern_willcox,0.3938212921348265,Southwest US,322.59066666666666,355.45618,0.9075399100082638
willcox,2.2095839757411344,Southwest US,817.9005833333334,333.1445,2.4550925545376554
